Unnamed: 0,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,2.0014800002101243,-0.35667494393873245,-inf,0.6418538861723947,-2.577021938695806,2.3978952727983707,3.5263605246161616,0.9978,3.51,-0.579818495252942,2.2407096892759584,1.6094379124341003
1,2.0541237336955462,-0.12783337150988489,-inf,0.9555114450274363,-2.322787800311565,3.2188758248682006,4.204692619390966,0.9968,3.2,-0.3856624808119846,2.2823823856765264,1.6094379124341003
2,2.0541237336955462,-0.2744368457017603,-3.2188758248682006,0.8329091229351039,-2.385966701933097,2.70805020110221,3.9889840465642745,0.997,3.26,-0.4307829160924542,2.2823823856765264,1.6094379124341003
3,2.4159137783010487,-1.2729656758128873,-0.579818495252942,0.6418538861723947,-2.5902671654458267,2.833213344056216,4.0943445622221,0.998,3.16,-0.5447271754416722,2.2823823856765264,1.791759469228055
4,2.0014800002101243,-0.35667494393873245,-inf,0.6418538861723947,-2.577021938695806,2.3978952727983707,3.5263605246161616,0.9978,3.51,-0.579818495252942,2.2407096892759584,1.6094379124341003
5,2.0014800002101243,-0.4155154439616658,-inf,0.5877866649021191,-2.5902671654458267,2.5649493574615367,3.6888794541139363,0.9978,3.51,-0.579818495252942,2.2407096892759584,1.6094379124341003
6,2.066862759472976,-0.5108256237659907,-2.8134107167600364,0.47000362924573563,-2.6736487743848776,2.70805020110221,4.07753744390572,0.9964,3.3,-0.7765287894989963,2.2407096892759584,1.6094379124341003
7,1.9878743481543455,-0.4307829160924542,-inf,0.1823215567939546,-2.7333680090865,2.70805020110221,3.044522437723423,0.9946,3.39,-0.7550225842780328,2.302585092994046,1.9459101490553132
8,2.0541237336955462,-0.5447271754416722,-3.912023005428146,0.6931471805599453,-2.617295837833746,2.1972245773362196,2.8903717578961645,0.9968,3.36,-0.5621189181535413,2.2512917986064953,1.9459101490553132
9,2.0149030205422647,-0.6931471805599453,-1.0216512475319814,1.2947271675944003,-2.645075401940822,2.833213344056216,4.624972813284271,0.9978,3.35,-0.2231435513142097,2.3513752571634776,1.6094379124341003
10,1.9021075263969205,-0.5447271754416722,-2.5257286443082556,0.5877866649021191,-2.333044300478754,2.70805020110221,4.174387269895637,0.9959,3.28,-0.616186139423817,2.2192034840549946,1.6094379124341003
11,2.0149030205422647,-0.6931471805599453,-1.0216512475319814,1.2947271675944003,-2.645075401940822,2.833213344056216,4.624972813284271,0.9978,3.35,-0.2231435513142097,2.3513752571634776,1.6094379124341003
12,1.7227665977411035,-0.4861330111756192,-inf,0.47000362924573563,-2.419118909249997,2.772588722239781,4.07753744390572,0.9943,3.58,-0.6539264674066639,2.2925347571405443,1.6094379124341003
13,2.0541237336955462,-0.4942963218147801,-1.2378743560016174,0.47000362924573563,-2.1715568305876416,2.1972245773362196,3.367295829986474,0.9974,3.26,-1.1102230246251565e-16,2.2082744135228043,1.6094379124341003
14,2.186051276738094,-0.4780358009429998,-1.7147984280919266,1.2947271675944003,-2.120263536200091,3.7376696182833684,4.804021044733257,0.9986,3.16,-0.12783337150988489,2.2192034840549946,1.6094379124341003
15,2.186051276738094,-0.4780358009429998,-1.6607312068216509,1.2947271675944003,-2.120263536200091,3.7376696182833684,4.804021044733257,0.9986,3.17,-0.07257069283483537,2.2192034840549946,1.6094379124341003
16,2.1400661634962708,-1.2729656758128873,-0.579818495252942,0.5877866649021191,-2.385966701933097,3.5553480614894135,4.634728988229636,0.9969,3.3,-0.2876820724517809,2.3513752571634776,1.9459101490553132
17,2.0918640616783932,-0.579818495252942,-1.2729656758128873,0.5306282510621704,-2.120263536200091,2.772588722239781,4.02535169073515,0.9968,3.11,-1.1102230246251565e-16,2.2300144001592104,1.6094379124341003
18,2.0014800002101243,-0.527632742082372,-2.5257286443082556,1.2947271675944003,-2.4534079827286295,1.791759469228055,3.367295829986474,0.9974,3.38,-0.6931471805599453,2.1972245773362196,1.3862943611198906
19,2.066862759472976,-1.1394342831883648,-0.6733445532637656,0.5877866649021191,-2.120263536200091,2.833213344056216,4.02535169073515,0.9969,3.04,-1.1102230246251565e-16,2.2192034840549946,1.791759469228055
20,2.186051276738094,-1.5141277326297755,-0.7339691750802004,0.5877866649021191,-2.563949857128453,3.367295829986474,4.0943445622221,0.9968,3.39,-0.6348782724359695,2.2407096892759584,1.791759469228055
21,2.028148247292285,-0.941608539858445,-1.171182981502945,0.8329091229351039,-2.501036031717884,3.1354942159291497,4.2626798770413155,0.9982,3.52,-0.4307829160924542,2.272125885509337,1.6094379124341003
22,2.066862759472976,-0.843970070294529,-1.5606477482646683,0.47000362924573563,-2.24431618487007,2.302585092994046,3.6109179126442243,0.9966,3.17,-0.09431067947124129,2.2512917986064953,1.6094379124341003
23,2.1400661634962708,-0.7133498878774648,-2.2072749131897207,0.8329091229351039,-2.4769384801388235,2.1972245773362196,4.204692619390966,0.9968,3.17,-0.6348782724359695,2.2407096892759584,1.6094379124341003
24,1.9315214116032138,-0.916290731874155,-1.9661128563728327,0.8754687373538999,-2.4651040224918206,3.044522437723423,3.6888794541139363,0.9968,3.43,-0.4620354595965587,2.272125885509337,1.791759469228055
25,1.840549633397487,-0.941608539858445,-1.8325814637483102,0.3364722366212129,-2.5257286443082556,2.3978952727983707,3.1354942159291497,0.9955,3.34,-0.579818495252942,2.2300144001592104,1.6094379124341003
26,2.028148247292285,-0.8915981192837836,-1.4271163556401458,0.5877866649021191,-2.5257286443082556,1.3862943611198906,2.3978952727983707,0.9962,3.28,-0.527632742082372,2.2512917986064953,1.6094379124341003
27,2.066862759472976,-0.843970070294529,-1.5606477482646683,0.47000362924573563,-2.24431618487007,2.302585092994046,3.6109179126442243,0.9966,3.17,-0.09431067947124129,2.2512917986064953,1.6094379124341003
28,1.9600947840472698,-0.342490308946776,-inf,0.6418538861723947,-2.5257286443082556,2.6390573296152584,3.5553480614894135,0.9972,3.47,-0.5978370007556204,2.2407096892759584,1.6094379124341003
